energy,homogeneity,dissimilarity,correlation,contrast,label
0.02158331180158385,0.15483833091928137,7.724313322226442,0.9009652814224517,124.8562756940257,Acne and Rosacea
0.01838754691266349,0.14953213813578825,9.599666755078712,0.8453509846734397,237.79355009886208,Acne and Rosacea
0.019637376181789,0.13110409617927463,10.105077619535983,0.8071824755321941,232.28912981044425,Acne and Rosacea
0.024916747264735837,0.13449135711849639,8.686778747731005,0.8062347798446713,174.46185580256284,Acne and Rosacea
0.035521364900688815,0.19221102133729812,7.134968827021153,0.95644038459874,133.26276025033442,Acne and Rosacea
0.029531726534427278,0.25588557276392776,5.0159324981310425,0.9631478711320294,68.88694573100767,Acne and Rosacea
0.03426582693347207,0.2060106369732033,7.225100926474728,0.9823676211943836,120.19671440077269,Acne and Rosacea
0.02101506604728782,0.19045644928556602,7.187267311116528,0.918308160839233,147.31538030061853,Acne and Rosacea
0.12217056332893013,0.30402325562084037,8.867470211627314,0.9513137236775305,284.5103602300121,Acne and Rosacea
0.024239996266457196,0.18290453509885277,11.777477928429242,0.956895135356346,352.41430437371014,Acne and Rosacea
0.03295578101159177,0.19580041831409087,8.655492584480564,0.9714298017040106,215.094170658637,Acne and Rosacea
0.016201735467091152,0.14150239443896184,9.898648409500993,0.9377702809889773,220.00673575230306,Acne and Rosacea
0.013897332925396085,0.12025407607804128,10.332596980215751,0.9328814670600719,218.47648138192415,Acne and Rosacea
0.015235417188699887,0.12959540214674875,11.32331422607066,0.8940986073302037,312.9274840716843,Acne and Rosacea
0.019671549284605926,0.15414177056489772,11.68441495657584,0.8316173769518093,395.219319378492,Acne and Rosacea
0.02617535849037453,0.24098424336874924,4.774485131862777,0.9717568240201465,53.68023160025127,Acne and Rosacea
0.03399573311760553,0.2845106261066443,4.458460914693783,0.9941936393207457,45.23434335889388,Acne and Rosacea
0.019546002044428766,0.15574896209312875,7.252908656590494,0.9543698283941278,104.25960871218,Acne and Rosacea
0.026168774070826486,0.11187174826367571,10.582244725701846,0.4694536412302749,222.44299464707248,Acne and Rosacea
0.02900834985389009,0.2426335886101959,4.303412323468207,0.9617641618736512,40.05355717494808,Acne and Rosacea
0.02963323652436425,0.2973690402249164,3.2708794802286456,0.9885604979715992,24.10011418152471,Acne and Rosacea
0.018299700278843884,0.10418995893616184,9.709548499145736,0.8469029282279157,161.6696177703352,Acne and Rosacea
0.013832058388914954,0.08240611556005387,15.654338492868824,0.6732986873054774,478.7403343091515,Acne and Rosacea
0.017365931090691972,0.07299501423872191,16.381460984154753,0.3532473332937624,504.3980304955864,Acne and Rosacea
0.012267278297328592,0.08267225817784869,15.767250541889192,0.7872271238629405,510.123786456849,Acne and Rosacea
0.012113398586631833,0.08120685801247064,15.157921124615813,0.8233918057556797,447.4243385187481,Acne and Rosacea
0.013634313689850318,0.06488706886384445,17.044897540548813,0.7062689313224984,520.2409512612685,Acne and Rosacea
0.014441554182843588,0.08975178661445532,12.815977357007547,0.8056802090085795,306.4264189106386,Acne and Rosacea
0.01878967750621848,0.17088108842968172,7.678205239707419,0.9596101075750804,139.90699419226516,Acne and Rosacea
0.02078128295151218,0.1976788762663426,6.20617754462707,0.95867841723373,89.23498645151582,Acne and Rosacea
0.030285329586929186,0.28891493909086796,4.660926585687641,0.9898824613660887,71.08105486078627,Acne and Rosacea
0.026265019637639542,0.27898399006105307,3.820566276026345,0.9883726635234993,39.06574965669275,Acne and Rosacea
0.023866178149929577,0.13350276853999418,9.746639422580536,0.675888274369141,244.95308983262976,Acne and Rosacea
0.02530350190564529,0.11246324740260201,14.797444688984452,0.8566046217871558,475.74650759900095,Acne and Rosacea
0.01698731199106606,0.08009228560440558,15.4943152758294,0.45573596516825493,461.69691504076764,Acne and Rosacea
0.01383699995811836,0.11905458357427026,10.307955949793971,0.9428501437317283,210.72048435838155,Acne and Rosacea
0.015634628455333453,0.15416336737286787,9.68900881503722,0.9752497470696936,199.88467928417674,Acne and Rosacea
0.014598109944235778,0.10131760955256798,11.527089063412308,0.8669369258700182,271.68511803587484,Acne and Rosacea
0.01603203440285043,0.10649973466301636,12.176072152904503,0.862534933931626,317.6600674945924,Acne and Rosacea
0.01529428578881535,0.08619966504723453,14.001932899705178,0.7115997314391964,374.47684418038057,Acne and Rosacea
0.021334801282034403,0.13263506899632083,10.511405297008832,0.7478853149309121,239.12195183414394,Acne and Rosacea
0.015838889278893802,0.1224984918457479,10.797487600773422,0.9052922236874377,253.61997531613937,Acne and Rosacea
0.04633191470098158,0.33588328245810345,3.5075784497609757,0.9854113753078635,34.393851888228774,Acne and Rosacea
0.05542114529348165,0.27840782378884454,4.237056789181876,0.9850499522495496,43.56235250470072,Acne and Rosacea
0.03690213087430826,0.20149020022413883,6.9708757169990765,0.9588439640487516,111.87953688708116,Acne and Rosacea
0.02158331180158385,0.15483833091928137,7.724313322226442,0.9009652814224517,124.8562756940257,Acne and Rosacea
0.015587250103862367,0.14073445198930282,8.83174829007299,0.9536232234680119,165.055896930919,Acne and Rosacea
0.020593997560492915,0.168758430561314,7.363392926336985,0.9159994110911625,117.9224977986384,Acne and Rosacea
0.020515920068436735,0.1744158502908731,7.376938087013542,0.9306058927475713,128.15920775421435,Acne and Rosacea
0.025664497665800524,0.1879475663543772,5.996117513697192,0.8982693596964759,73.83454924035459,Acne and Rosacea
0.023630739021773112,0.19278901233119422,5.7278368849238905,0.9562952025556074,69.7436947329734,Acne and Rosacea
0.016069140566317863,0.11402950387763841,11.44642085693185,0.8531523897254125,275.1765922657279,Acne and Rosacea
0.01852731578837422,0.1290791530715655,8.917002030779347,0.8782765471792691,155.27398295395085,Acne and Rosacea
0.018349948965198124,0.13204975929725057,8.67585663681191,0.9657213441455946,161.01367877346462,Acne and Rosacea
0.025181750664881788,0.18821846215114865,7.205912677125468,0.9586186078015149,134.18076374536926,Acne and Rosacea
0.03216533664148203,0.19159731897915655,7.548363456533524,0.923519066003489,159.49443262426556,Acne and Rosacea
0.013634977286748177,0.09546919108827671,13.09801475677596,0.8654873330541586,354.3252652538031,Acne and Rosacea
0.009562493770301514,0.04947813615644619,23.36519844427154,0.7221605657895481,977.6101870528715,Acne and Rosacea
0.05469407757136667,0.19777935291706772,11.026420708839218,0.9413070915222339,333.1548044780462,Acne and Rosacea
0.01849680767877662,0.12559331451941055,11.202804158685893,0.8457833243667456,308.3249427273215,Acne and Rosacea
0.01993379811226595,0.15901013600999528,8.258620131675821,0.8764113336953022,153.29856341667784,Acne and Rosacea
0.017519207364252273,0.1657070353227716,11.566692736767639,0.8895000757497379,344.08539257665245,Acne and Rosacea
0.020969094398565327,0.21108842379503953,6.378143181280611,0.9565036520536115,104.31965344494431,Acne and Rosacea
0.02048235982372035,0.13732480977538122,12.722988499465705,0.6319608902941788,361.061519455828,Acne and Rosacea
0.021509152383736692,0.21549295087772682,5.81677726133975,0.9838428867984148,80.48521719623827,Acne and Rosacea
0.017255000186044308,0.1498631989285395,7.902241579536555,0.9435150811935861,138.6036553459773,Acne and Rosacea
0.021175287597431505,0.08410035948802858,12.903544343733776,0.40802015351804083,295.5156279996381,Acne and Rosacea
0.01714030314908139,0.1895482936746261,7.198156958062514,0.974961514751011,122.5436404751731,Acne and Rosacea
0.02655357208151091,0.37021772627763394,3.0038704537257166,0.9949208479353572,26.914153727219343,Acne and Rosacea
0.0213491139884986,0.17057377146835317,8.189013015727058,0.9569571830530381,143.79160454468385,Acne and Rosacea
0.02297823923662872,0.22769636959579584,5.536490541790285,0.9511578050322752,84.82545571418953,Acne and Rosacea
0.01883987831569104,0.18560506367411045,5.906698920651511,0.9871452866560406,68.70196050605728,Acne and Rosacea
0.01753026247237406,0.10070460587044756,11.58039291165836,0.7437065386780504,263.70172510984406,Acne and Rosacea
0.020877489450250118,0.16399580382063095,6.708771003284417,0.9489439371080296,87.99296752945517,Acne and Rosacea
0.023354772633151992,0.1967721826385935,5.683431110594305,0.9663019937991706,66.18635457629684,Acne and Rosacea
0.028912615340267393,0.1236397126486013,9.210814373154651,0.4401751373269083,168.26175501488535,Acne and Rosacea
0.021314566958069228,0.15423255154102158,7.561651274406324,0.9313797639638612,112.66826665544414,Acne and Rosacea
0.015710091027894495,0.1251714984454635,14.246648692546273,0.815257575022551,542.39818871738,Acne and Rosacea
0.022604766611412586,0.11772622829159854,9.485081725430913,0.7056238375967899,169.81883428949516,Acne and Rosacea
0.019327232825613914,0.13377826192142087,8.771041093021442,0.8916288211589113,150.9322750873501,Acne and Rosacea
0.014741181557806836,0.12740034537136158,9.443125829228634,0.9312878996594576,191.27301440861578,Acne and Rosacea
0.013975645239345259,0.07888011805017356,14.515346911556223,0.7468934273753436,397.19161631259493,Acne and Rosacea
0.012719105861920167,0.10417995677223083,12.978686172270777,0.8702520436863705,348.15971772337184,Acne and Rosacea
0.015609779695037265,0.10911247673908132,10.138952049897679,0.9281745192342363,188.7447963302905,Acne and Rosacea
0.023615512184107942,0.1801440333596705,6.78227153985078,0.9778719914348086,96.02925137849074,Acne and Rosacea
0.017839899691349977,0.12141652334660567,9.803086477669574,0.8666377128222718,194.14476679359484,Acne and Rosacea
0.026041473022741072,0.15268341986621994,7.488595945227843,0.8222942444886073,111.24799917140359,Acne and Rosacea
0.015457305799579293,0.10430654548171345,11.960282497293552,0.838063991388452,297.14606511174503,Acne and Rosacea
0.0201354262635433,0.16137267518541934,8.41527839442396,0.9680112546462745,148.22348068999034,Acne and Rosacea
0.015004192772927635,0.13026595688748754,10.009122165949938,0.918617935393322,228.5332425257573,Acne and Rosacea
0.02040111673640217,0.07800795151790767,14.038506791374267,0.35195368146269185,351.6407598665894,Acne and Rosacea
0.014928645321579281,0.1268698796540403,9.517167791571808,0.9348895643819107,188.54255136145954,Acne and Rosacea
0.016206248502982672,0.159781923306706,7.916910187483412,0.9514864365435716,157.47194173440352,Acne and Rosacea
0.015570591543855724,0.12140716594079956,11.307581873150902,0.9118007218338846,290.7663201703024,Acne and Rosacea
0.014661312209153914,0.06868739196990331,17.732838863869056,0.4763158130066453,600.2934329069049,Acne and Rosacea
0.01717654224885966,0.16730864411637233,7.407183499250272,0.9782115593465726,118.111758546987,Acne and Rosacea
0.019700534739564998,0.10924326293618229,11.00117430124026,0.6760218738987198,232.99010224282605,Acne and Rosacea
0.018016028093485112,0.1255133663519741,10.083722520942766,0.9122204228536714,213.70694669059395,Acne and Rosacea
0.023187489315701613,0.18117632521194452,7.9487696838057404,0.8823883828067051,161.08736944665668,Acne and Rosacea
0.020254773926907853,0.154736093700437,7.329092807182361,0.9203453876052645,114.25398161868185,Acne and Rosacea
